发货时间,订单号,物流公司,运单号,包裹状态
2025-02-06 13:35:33,250205-668771315350704,中通快递,78480210384389	,已签收
2025-02-06 13:35:33,250205-649005647363323,中通快递,78480210447708	,已签收
2025-02-06 13:35:33,250205-644926748971387,中通快递,78480210384562	,已签收
2025-02-06 13:35:33,250205-631410562571889,中通快递,78480210419481	,已签收
2025-02-06 13:35:33,250205-580837763362547,中通快递,78480210440446	,已签收
2025-02-06 13:35:33,250205-461729973831024,中通快递,78480210435165	,已签收
2025-02-06 13:35:33,250205-439405790722337,中通快递,78480210409283	,已签收
2025-02-06 13:35:33,250205-409531912510542,中通快递,78480210399471	,已签收
2025-02-06 13:35:33,250205-395942377801143,中通快递,78480210399734	,已签收
2025-02-06 13:35:33,250205-299819385192919,中通快递,78480210448321	,已签收
2025-02-06 13:35:33,250205-281458819372192,中通快递,78480210440318	,已签收
2025-02-06 13:35:33,250205-275031079241796,中通快递,78480210439158	,已签收
2025-02-06 13:35:33,250205-264450895363420,中通快递,78480210399775	,已签收
2025-02-06 13:35:33,250205-214433862041188,中通快递,78480210444831	,已签收
2025-02-06 13:35:33,250205-168506181141357,中通快递,78480210448296	,已签收
2025-02-06 13:35:33,250205-145972314432566,中通快递,78480210438790	,已签收
2025-02-06 13:35:33,250205-115804741230083,中通快递,78480210448028	,已签收
2025-02-06 13:35:33,250205-077741452893913,中通快递,78480210444992	,已签收
2025-02-06 13:35:33,250205-060733550123485,中通快递,78480210391846	,已签收
2025-02-06 13:35:33,250205-013316933153743,中通快递,78480210395805	,已签收
2025-02-06 13:35:33,250205-005305854341602,中通快递,78480210384348	,已签收
2025-02-06 13:35:33,250205-003586158141331,中通快递,78480210384626	,已签收
2025-02-06 13:35:32,250205-680987225741507,中通快递,78480210390831	,已签收
2025-02-06 13:35:32,250205-680536348190684,中通快递,78480210384243	,已签收
2025-02-06 13:35:32,250205-620452912753138,中通快递,78480210444288	,已签收
2025-02-06 13:35:32,250205-533148526910309,中通快递,78480210437433	,已签收
2025-02-06 13:35:32,250205-517891756320035,中通快递,78480210437786	,已签收
2025-02-06 13:35:32,250205-476777101740087,中通快递,78480210444262	,已签收
2025-02-06 13:35:32,250205-458185787023274,中通快递,78480210410548	,已签收
2025-02-06 13:35:32,250205-430513928511213,中通快递,78480210440014	,已签收
2025-02-06 13:35:32,250205-425858178632593,中通快递,78480210390632	,已签收
2025-02-06 13:35:32,250205-383023901080219,中通快递,78480210409766	,已签收
2025-02-06 13:35:32,250205-343282849322483,中通快递,78480210433438	,已签收
2025-02-06 13:35:32,250205-283461620081120,中通快递,78480210449726	,已签收
2025-02-06 13:35:32,250205-266128669030171,中通快递,78480210438682	,已签收
2025-02-06 13:35:32,250205-254269243830666,中通快递,78480210437275	,已签收
2025-02-06 13:35:32,250205-233706647152378,中通快递,78480210395912	,已签收
2025-02-06 13:35:32,250205-222361106760186,中通快递,78480210396656	,已签收
2025-02-06 13:35:32,250205-200068370792088,中通快递,78480210447935	,已签收
2025-02-06 13:35:32,250205-166891374103071,中通快递,78480210447631	,已签收
2025-02-06 13:35:32,250205-141012508291251,中通快递,78480210440305	,已签收
2025-02-06 13:35:32,250205-126101809452454,中通快递,78480210438825	,已签收
2025-02-06 13:35:32,250205-122400346401124,中通快递,78480210448587	,已签收
2025-02-06 13:35:32,250205-107395213672351,中通快递,78480210419446	,已签收
2025-02-06 13:35:32,250205-087409355130456,中通快递,78480210397624	,已签收
2025-02-06 13:35:32,250205-035483861300458,中通快递,78480210410563	,已签收
2025-02-06 13:35:32,250205-031121805603141,中通快递,78480210448679	,已签收
2025-02-06 13:22:59,250205-586510549401148,中通快递,78480210398330	,已签收
2025-02-06 13:22:59,250205-563399965092070,中通快递,78480210384356	,已签收
2025-02-06 13:22:59,250205-430262228552298,中通快递,78480210419374	,已签收
2025-02-06 13:22:59,250205-428091687274054,中通快递,78480210444326	,已签收
2025-02-06 13:22:59,250205-303971756452454,中通快递,78480210385211	,已签收
2025-02-06 13:22:59,250205-203266527632888,中通快递,78480210409227	,已签收
2025-02-06 13:22:59,250205-200068339354089,中通快递,78480210446896	,已签收
2025-02-06 13:22:59,250205-150785288634022,中通快递,78480210440359	,已签收
2025-02-06 13:22:59,250205-086832606822385,中通快递,78480210447205	,已签收
2025-02-06 13:22:59,250205-086664844872298,中通快递,78480210419374	,已签收
2025-02-06 13:22:59,250205-028605191782367,中通快递,78480210399443	,已签收
2025-02-06 13:22:58,250205-624196349470362,中通快递,78480210435349	,已签收
2025-02-06 13:22:58,250205-601977003600735,中通快递,78480210410364	,已签收
2025-02-06 13:22:58,250205-584182720932642,中通快递,78480210433816	,已签收
2025-02-06 13:22:58,250205-497287206453166,中通快递,78480210438116	,已签收
2025-02-06 13:22:58,250205-478024834660588,中通快递,78480210398978	,已签收
2025-02-06 13:22:58,250205-421915605422469,中通快递,78480210438787	,已签收
2025-02-06 13:22:58,250205-387480369482005,中通快递,78480210440295	,已签收
2025-02-06 13:22:58,250205-331863888221992,中通快递,78480210448227	,已签收
2025-02-06 13:22:58,250205-121100070520864,中通快递,78480210396921	,已签收
2025-02-06 13:22:58,250205-115196608851364,中通快递,78480210448268	,已签收
2025-02-06 13:22:58,250205-084735444562587,中通快递,78480210396615	,已签收
2025-02-06 13:22:58,250205-055060795763148,中通快递,78480210418457	,已签收
2025-02-06 13:22:57,250205-646363256334011,中通快递,78480210396204	,已签收
2025-02-06 13:22:57,250205-614014686842993,中通快递,78480210448388	,已签收
2025-02-06 13:22:57,250205-551530032670362,中通快递,78480210435349	,已签收
2025-02-06 13:22:57,250205-523700877621025,中通快递,78480210444234	,已签收
2025-02-06 13:22:57,250205-506776861021546,中通快递,78480210438003	,已签收
2025-02-06 13:22:57,250205-470013786411746,中通快递,78480210435020	,已签收
2025-02-06 13:22:57,250205-376994578870688,中通快递,78480210438838	,已签收
2025-02-06 13:22:57,250205-214203143811506,中通快递,78480210444306	,已签收
2025-02-06 13:22:57,250205-209065132342694,中通快递,78480210448283	,已签收
2025-02-06 13:22:57,250205-180103493941025,中通快递,78480210444234	,已签收
2025-02-06 13:22:57,250205-082428619171581,中通快递,78480210384746	,已签收
2025-02-06 13:07:08,250205-623535778141508,中通快递,78480201191411	,已签收
2025-02-06 13:07:08,250205-537164573090142,中通快递,78480201205285	,已签收
2025-02-06 13:07:08,250205-341164715623438,中通快递,78480201234883	,已签收
2025-02-06 13:07:08,250205-151508753943092,中通快递,78480201190428	,已签收
2025-02-06 13:07:07,250205-661913649581597,中通快递,78480201233890	,已签收
2025-02-06 13:07:07,250205-515584847413234,中通快递,78480201177465	,已签收
2025-02-06 13:07:07,250205-375935517012242,中通快递,78480201205601	,已签收
2025-02-06 13:07:07,250205-347844124200135,中通快递,78480201228997	,已签收
2025-02-06 13:07:07,250205-267145735781731,中通快递,78480201177664	,已签收
2025-02-06 13:07:07,250205-235677980244075,中通快递,78480201191373	,已签收
2025-02-06 13:07:07,250205-165140272781799,中通快递,78480201206054	,已签收
2025-02-06 13:07:07,250205-042635170101387,中通快递,78480201229115	,已签收
2025-02-06 13:07:07,250205-039950805360063,中通快递,78480201191358	,已签收
2025-02-06 13:07:07,250205-001981888950471,中通快递,78480201191399	,已签收
2025-02-06 13:06:16,250205-052156178060613,中通快递,78480201191304	,已签收
2025-02-06 13:06:15,250205-654070269583288,中通快递,78480201206070	,已签收
2025-02-06 13:06:15,250205-512481052233024,中通快递,78480201229355	,已签收
2025-02-06 13:06:15,250205-156237862442866,中通快递,78480201228731	,已签收
2025-02-06 13:05:50,250205-498807621142178,中通快递,78480201205591	,已签收
2025-02-06 13:05:50,250205-299200756073928,中通快递,78480201189561	,已签收
2025-02-06 13:05:50,250205-294796674681431,中通快递,78480201205946	,已签收
2025-02-06 13:05:50,250205-204472337940616,中通快递,78480201177440	,已签收
2025-02-06 13:05:26,250205-392597399950140,中通快递,78480201177901	,已签收
2025-02-06 13:05:26,250205-301329355093893,中通快递,78480201233739	,已签收
2025-02-06 13:05:26,250205-275125430660646,中通快递,78480201190750	,已签收
2025-02-06 13:05:26,250205-235573154160162,中通快递,78480201191409	,已签收
2025-02-06 13:04:58,250205-572312850820429,中通快递,78480201229156	,已签收
2025-02-05 16:02:05,250205-242619553402161,中通快递,78479950067133	,已签收
2025-02-05 16:02:05,250205-018790520360167,中通快递,78479950086574	,已签收
2025-02-05 16:02:05,250204-652025566810852,中通快递,78479950085780	,已签收
2025-02-05 16:02:04,250204-619645561161754,中通快递,78479950072419	,已签收
2025-02-05 16:02:03,250205-662616215903581,中通快递,78479950072570	,已签收
2025-02-05 16:02:03,250205-567531344311648,中通快递,78479950072434	,已签收
2025-02-05 16:02:03,250205-536178880112896,中通快递,78479950086720	,已签收
2025-02-05 16:02:03,250205-336047664761689,中通快递,78479950059510	,已签收
2025-02-05 16:02:03,250205-088122386861411,中通快递,78479950072595	,已签收
2025-02-05 16:02:03,250205-074627203364035,中通快递,78479950083667	,已签收
2025-02-05 16:02:03,250205-010737446492615,中通快递,78479950059507	,已签收
2025-02-05 16:02:03,250204-601421320622645,中通快递,78479950046657	,已签收
2025-02-05 16:02:03,250204-590411282740367,中通快递,78479950084834	,已签收
2025-02-05 16:02:03,250204-571201328790575,中通快递,78479950064892	,已签收
2025-02-05 16:02:03,250204-532896816681542,中通快递,78479950086694	,已签收
2025-02-05 16:02:03,250204-491708782161009,中通快递,78479950046287	,已签收
2025-02-05 16:02:03,250204-489276075632919,中通快递,78479950084477	,已签收
2025-02-05 16:02:03,250204-455553871373510,中通快递,78479950046290	,已签收
2025-02-05 16:02:03,250204-303961280862330,中通快递,78479950084584	,已签收
2025-02-05 16:02:03,250204-203801269873334,中通快递,78479950085088	,已签收
2025-02-05 16:02:03,250204-078915910020365,中通快递,78479950046708	,已签收
2025-02-05 16:02:03,250204-051589946940078,中通快递,78479950072526	,已签收
2025-02-05 16:02:02,250205-508748183932662,中通快递,78479950086533	,已签收
2025-02-05 16:02:02,250205-107709786522749,中通快递,78479950083746	,已签收
2025-02-05 16:02:02,250205-085396067970518,中通快递,78479950046537	,已签收
2025-02-05 16:02:02,250204-652151406992235,中通快递,78479950045850	,已签收
2025-02-05 16:02:02,250204-641288117893247,中通快递,78479950084278	,已签收
2025-02-05 16:02:02,250204-618827630200449,中通快递,78479950066918	,已签收
2025-02-05 16:02:02,250204-593882027522500,中通快递,78479950072753	,已签收
2025-02-05 16:02:02,250204-573665513830754,中通快递,78479950067095	,已签收
2025-02-05 16:02:02,250204-555346901310303,中通快递,78479950066974	,已签收
2025-02-05 16:02:02,250204-323548638851945,中通快递,78479950065406	,已签收
2025-02-05 16:02:02,250204-288788323882544,中通快递,78479950065794	,已签收
2025-02-05 16:02:02,250204-287603463690271,中通快递,78479950086646	,已签收
2025-02-05 16:02:02,250204-251375142543772,中通快递,78479950084676	,已签收
2025-02-05 16:02:02,250204-237953431933140,中通快递,78479950065447	,已签收
2025-02-05 16:02:02,250204-232825853560005,中通快递,78479950064943	,已签收
2025-02-05 16:02:02,250204-224479157871207,中通快递,78479950046486	,已签收
2025-02-05 16:02:02,250204-149862562210127,中通快递,78479950046346	,已签收
2025-02-05 16:02:02,250204-135601856000764,中通快递,78479950046338	,已签收
2025-02-05 16:02:02,250204-069048789363997,中通快递,78479950065570	,已签收
2025-02-05 16:02:02,250204-038398912873228,中通快递,78479950065450	,已签收
2025-02-05 16:02:02,250204-014103354960646,中通快递,78479950084480	,已签收
2025-02-05 16:02:02,250204-009070220883503,中通快递,78479950086681	,已签收
2025-02-05 16:02:02,250204-000524337583402,中通快递,78479950083726	,已签收
2025-02-05 16:02:01,250205-469342667092203,中通快递,78479950086495	,已签收
2025-02-05 16:02:01,250205-394516314460715,中通快递,78479950072633	,已签收
2025-02-05 16:02:01,250205-265667253761260,中通快递,78479950066839	,已签收
2025-02-05 16:02:01,250204-675167660463373,中通快递,78479950067126	,已签收
2025-02-05 16:02:01,250204-650242967183750,中通快递,78479950046499	,已签收
2025-02-05 16:02:01,250204-639505548952457,中通快递,78479950086561	,已签收
2025-02-05 16:02:01,250204-621323261562508,中通快递,78479950084528	,已签收
2025-02-05 16:02:01,250204-610627755612529,中通快递,78479950083761	,已签收
2025-02-05 16:02:01,250204-586374254963841,中通快递,78479950064305	,已签收
2025-02-05 16:02:01,250204-583689890122898,中通快递,78479950067039	,已签收
2025-02-05 16:02:01,250204-549370007892294,中通快递,78479950046379	,已签收
2025-02-05 16:02:01,250204-523753285982019,中通快递,78479950086482	,已签收
2025-02-05 16:02:01,250204-507552796980375,中通快递,78479950085170	,已签收
2025-02-05 16:02:01,250204-470747758950084,中通快递,78479950045821	,已签收
2025-02-05 16:02:01,250204-458584277281763,中通快递,78479950066926	,已签收
2025-02-05 16:02:01,250204-426980227390891,中通快递,78479950045847	,已签收
2025-02-05 16:02:01,250204-409364098652037,中通快递,78479950046300	,已签收
2025-02-05 16:02:01,250204-373597171333009,中通快递,78479950086587	,已签收
2025-02-05 16:02:01,250204-196807267903322,中通快递,78479950045834	,已签收
2025-02-05 16:02:01,250204-184947904833011,中通快递,78479950066987	,已签收
2025-02-05 16:02:01,250204-184465570131919,中通快递,78479950066959	,已签收
2025-02-05 16:02:01,250204-116947689011981,中通快递,78479950072539	,已签收
2025-02-05 16:02:01,250203-506168687000700,中通快递,78479950066216	,已签收
2025-02-05 15:54:03,250205-679875745343359,中通快递,78479949944483	,已签收
2025-02-05 15:54:03,250205-479052491070867,中通快递,78479949970776	,已签收
2025-02-05 15:54:03,250205-446840194713815,中通快递,78479949971453	,已签收
2025-02-05 15:54:02,250205-521708520962313,中通快递,78479949957573	,已签收
2025-02-05 15:54:02,250205-432915167622598,中通快递,78479949970508	,已签收
2025-02-05 15:54:02,250205-304233890091060,中通快递,78479949971361	,已签收
2025-02-05 15:54:02,250205-070181219871776,中通快递,78479949957387	,已签收
2025-02-05 15:54:01,250205-583448707420330,中通快递,78479949944726	,已签收
2025-02-05 15:54:01,250205-512764199300897,中通快递,78479949952316	,已签收
2025-02-05 15:54:01,250205-492180662680320,中通快递,78479949970763	,已签收
2025-02-05 15:54:01,250205-491499088251490,中通快递,78479949970309	,已签收
2025-02-05 15:54:01,250205-448675264860022,中通快递,78479949969999	,已签收
2025-02-05 15:54:01,250205-348756405852037,中通快递,78479949970087	,已签收
2025-02-05 15:54:01,250205-339665231420848,中通快递,78479949958143	,已签收
2025-02-05 15:54:01,250205-324660119081509,中通快递,78479949971494	,已签收
2025-02-05 15:54:01,250205-289826434702470,中通快递,78479949971096	,已签收
2025-02-05 15:54:01,250205-284793249390285,中通快递,78479949952303	,已签收
2025-02-05 15:54:01,250205-265101033891792,中通快递,78479949957346	,已签收
2025-02-05 15:54:01,250205-235929680173476,中通快递,78479949957609	,已签收
2025-02-05 15:54:01,250205-184570375812766,中通快递,78479949952104	,已签收
2025-02-05 15:54:01,250205-134175854903481,中通快递,78479949970628	,已签收
2025-02-05 15:54:01,250205-074050475582035,中通快递,78479949958008	,已签收
2025-02-05 15:54:00,250205-662993703311779,中通快递,78479949970722	,已签收
2025-02-05 15:54:00,250205-569114704303464,中通快递,78479949970551	,已签收
2025-02-05 15:54:00,250205-560033994262092,中通快递,78479949945331	,已签收
2025-02-05 15:54:00,250205-538108249741310,中通快递,78479949958207	,已签收
2025-02-05 15:54:00,250205-481275430522217,中通快递,78479949970112	,已签收
2025-02-05 15:54:00,250205-455878919722040,中通快递,78479949958725	,已签收
2025-02-05 15:54:00,250205-436102766153700,中通快递,78479949952464	,已签收
2025-02-05 15:54:00,250205-344939630942044,中通快递,78479949944654	,已签收
2025-02-05 15:54:00,250205-238425260410427,中通快递,78479949952094	,已签收
2025-02-05 15:54:00,250205-235719934362597,中通快递,78479949957267	,已签收
2025-02-05 15:54:00,250205-196597542482220,中通快递,78479949945117	,已签收
2025-02-05 15:54:00,250205-099174336102663,中通快递,78479949958618	,已签收
2025-02-05 15:53:59,250205-676079931732923,中通快递,78479949957816	,已签收
2025-02-05 15:53:59,250205-643385280031739,中通快递,78479949970883	,已签收
2025-02-05 15:53:59,250205-641613238632122,中通快递,78479949965184	,已签收
2025-02-05 15:53:59,250205-615451277612568,中通快递,78479949970947	,已签收
2025-02-05 15:53:59,250205-578824518001516,中通快递,78479949952423	,已签收
2025-02-05 15:53:59,250205-566021374240980,中通快递,78479949957760	,已签收
2025-02-05 15:53:59,250205-539513393482122,中通快递,78479949971206	,已签收
2025-02-05 15:53:59,250205-538307489391463,中通快递,78479949944414	,已签收
2025-02-05 15:53:59,250205-524225155450604,中通快递,78479949952278	,已签收
2025-02-05 15:53:59,250205-493281677732454,中通快递,78479949971359	,已签收
2025-02-05 15:53:59,250205-484955952641640,中通快递,78479949945303	,已签收
2025-02-05 15:53:59,250205-414994993532887,中通快递,78479949958712	,已签收
2025-02-05 15:53:59,250205-376879245650953,中通快递,78479949957241	,已签收
2025-02-05 15:53:59,250205-338480392483676,中通快递,78479949957798	,已签收
2025-02-05 15:53:59,250205-330773306891373,中通快递,78479949952145	,已签收
2025-02-05 15:53:59,250205-169502338650609,中通快递,78479949945173	,已签收
2025-02-05 15:53:59,250205-069164153243179,中通快递,78479949944442	,已签收
2025-02-05 15:53:59,250205-043159416370251,中通快递,78479949957808	,已签收
2025-02-05 15:46:38,250205-379437760942229,中通快递,78479950336844	,已签收
2025-02-05 15:46:36,250205-616814416261467,中通快递,78479950318027	,已签收
2025-02-05 15:46:36,250205-508454572353720,中通快递,78479950311923	,已签收
2025-02-05 15:46:36,250205-304275833131389,中通快递,78479950318147	,已签收
2025-02-05 15:46:36,250205-178236966550774,中通快递,78479950336752	,已签收
2025-02-05 15:46:36,250205-004508957051303,中通快递,78479950318106	,已签收
2025-02-05 15:46:36,250204-530411722294089,中通快递,78479950337057	,已签收
2025-02-05 15:46:36,250204-401866790552320,中通快递,78479950318134	,已签收
2025-02-05 15:46:36,250204-037874603550200,中通快递,78479950317138	,已签收
2025-02-05 15:46:35,250205-611865095823046,中通快递,78479950311898	,已签收
2025-02-05 15:46:35,250205-398060459552233,中通快递,78479950311936	,已签收
2025-02-05 15:46:35,250205-208100473210659,中通快递,78479950318150	,已签收
2025-02-05 15:46:35,250205-002988459570470,中通快递,78479950337085	,已签收
2025-02-05 15:46:35,250204-660204449393437,中通快递,78479950336898	,已签收
2025-02-05 15:46:35,250204-075099020820370,中通快递,78479950336857	,已签收
2025-02-05 15:46:35,250204-014942278060334,中通快递,78479950337072	,已签收
2025-02-05 15:46:34,250205-610313255262717,中通快递,78479950317950	,已签收
2025-02-05 15:46:34,250205-521498857883700,中通快递,78479950318030	,已签收
2025-02-05 15:46:34,250205-237376694642657,中通快递,78479950312003	,已签收
2025-02-05 15:46:34,250204-603025631611806,中通快递,78479950311063	,已签收
2025-02-05 15:46:34,250204-551613960590256,中通快递,78479950337044	,已签收
2025-02-05 15:43:10,250205-064005107283078,中通快递,78479950261069	,已签收
2025-02-05 15:43:09,250205-492453271120245,中通快递,78479950281623	,已签收
2025-02-05 15:43:09,250204-426246213963995,中通快递,78479950258567	,已签收
2025-02-05 15:43:09,250204-400870643283611,中通快递,78479950281557	,已签收
2025-02-05 15:43:08,250205-349784010301276,中通快递,78479950281437	,已签收
2025-02-05 15:43:08,250205-256502741402144,中通快递,78479950282206	,已签收
2025-02-05 15:43:08,250205-238446252360312,中通快递,78479950281651	,已签收
2025-02-05 15:43:08,250205-202354276781534,中通快递,78479950258539	,已签收
2025-02-05 15:43:08,250205-117335714203857,中通快递,78479950258541	,已签收
2025-02-05 15:43:08,250204-436207665533088,中通快递,78479950261156	,已签收
2025-02-05 15:43:08,250204-415288574343935,中通快递,78479950281317	,已签收
2025-02-05 15:43:08,250204-119789350413143,中通快递,78479950281743	,已签收
2025-02-05 15:43:07,250205-577692035450890,中通快递,78479950260991	,已签收
2025-02-05 15:43:07,250205-393771794811296,中通快递,78479950258526	,已签收
2025-02-05 15:43:07,250205-387941742910625,中通快递,78479950281636	,已签收
2025-02-05 15:43:07,250204-671717855613562,中通快递,78479950281478	,已签收
2025-02-05 15:43:07,250204-517325535671886,中通快递,78479950261148	,已签收
2025-02-05 15:43:07,250204-387438416281809,中通快递,78479950281465	,已签收
2025-02-05 15:43:07,250204-202228385360334,中通快递,78479950281452	,已签收
2025-02-05 15:37:10,250205-266862651813393,中通快递,78479950540406	,已签收
2025-02-05 15:35:50,250205-113214830992466,中通快递,78479950537966	,已签收
2025-02-05 15:34:49,250205-616814426551452,中通快递,78479950537958	,已签收
2025-02-05 15:34:49,250205-129184623031452,中通快递,78479950537958	,已签收
2025-02-05 15:34:28,250204-279613304472673,中通快递,78479950540475	,已签收
2025-02-05 15:34:27,250205-306572245313895,中通快递,78479950540447	,已签收
2025-02-05 15:34:27,250205-167950425710600,中通快递,78479950540434	,已签收
2025-02-05 15:34:27,250204-563316078893508,中通快递,78479950537945	,已签收
2025-02-05 15:34:26,250205-586793643630600,中通快递,78479950538145	,已签收
2025-02-05 15:34:26,250205-026885538153463,中通快递,78479950547191	,已签收
2025-02-05 15:34:26,250204-372380875150661,中通快递,78479950537973	,已签收
2025-02-05 15:34:26,250204-324240678423140,中通快递,78479950537986	,已签收
2025-02-05 15:34:26,250204-100757717362274,中通快递,78479950547242	,已签收
2025-02-05 15:32:01,250205-542323566930567,中通快递,78479950547156	,已签收
2025-02-05 15:32:01,250205-292930219623074,中通快递,78479950547176	,已签收
2025-02-05 15:32:01,250205-087839291691965,中通快递,78479950540421	,已签收
2025-02-05 15:27:54,250205-584727948852419,中通快递,78479950538053	,已签收
2025-02-05 15:27:54,250204-526678823200028,中通快递,78479950538046	,已签收
2025-02-05 15:27:54,250204-139712325920028,中通快递,78479950538046	,已签收
2025-02-05 15:26:47,250205-081086389892696,中通快递,78479950547255	,已签收
2025-02-05 15:26:18,250205-277264483963250,中通快递,78479950547071	,已签收
2025-02-05 15:24:18,250205-512973945232700,中通快递,78479950541298	,已签收
2025-02-05 15:24:18,250205-425197596263246,中通快递,78479950541308	,已签收
2025-02-05 15:24:18,250204-559824310601433,中通快递,78479950540462	,已签收
2025-02-05 15:24:18,250204-257236734372080,中通快递,78479950547056	,已签收
2025-02-05 15:24:17,250205-226471524743961,中通快递,78479950546631	,已签收
2025-02-05 15:21:28,250205-633979595100830,中通快递,78479936051066	,已签收
2025-02-05 15:21:28,250205-509335355761216,中通快递,78479936051193	,已签收
2025-02-05 15:21:28,250205-319406743123985,中通快递,78479936050986	,已签收
2025-02-05 15:21:28,250205-289218292134013,中通快递,78479936058739	,已签收
2025-02-05 15:21:28,250205-243584254392113,中通快递,78479936042119	,已签收
2025-02-05 15:21:28,250205-202102546061423,中通快递,78479936058874	,已签收
2025-02-05 15:21:28,250205-198275316031906,中通快递,78479936042121	,已签收
2025-02-05 15:21:28,250205-131051046510687,中通快递,78479936058805	,已签收
2025-02-05 15:21:28,250204-653902507661898,中通快递,78479936058606	,已签收
2025-02-05 15:21:28,250204-633780386113398,中通快递,78479936051216	,已签收
2025-02-05 15:21:28,250204-530495587844015,中通快递,78479936063019	,已签收
2025-02-05 15:21:28,250204-328256745032635,中通快递,78479936042254	,已签收
2025-02-05 15:21:28,250204-298173109812920,中通快递,78479936058448	,已签收
2025-02-05 15:21:28,250204-230896442991638,中通快递,78479936034671	,已签收
2025-02-05 15:21:28,250204-212001134132268,中通快递,78479936082924	,已签收
2025-02-05 15:21:28,250204-121477568011778,中通快递,78479936082804	,已签收
2025-02-05 15:21:28,250204-109660148120522,中通快递,78479936050937	,已签收
2025-02-05 15:21:28,250204-044879060541387,中通快递,78479936083017	,已签收
2025-02-05 15:21:04,250205-394516241970028,中通快递,78479936058463	,已签收
2025-02-05 15:21:04,250205-040139569530766,中通快递,78479936051111	,已签收
2025-02-05 15:21:04,250204-053456474422562,中通快递,78479936051004	,已签收
2025-02-05 15:21:03,250204-256701929112960,中通快递,78479936058185	,已签收
2025-02-05 15:19:39,250205-566566622860252,中通快递,78479936061705	,已签收
2025-02-05 15:19:39,250205-555451717242616,中通快递,78479936082858	,已签收
2025-02-05 15:19:39,250205-485952079511217,中通快递,78479936061562	,已签收
2025-02-05 15:19:39,250205-482816889232601,中通快递,78479936042147	,已签收
2025-02-05 15:19:39,250205-476410037781784,中通快递,78479936051086	,已签收
2025-02-05 15:19:16,250205-310745547150117,中通快递,78479936061639	,已签收
2025-02-05 15:19:16,250205-261819021693492,中通快递,78479936042083	,已签收
2025-02-05 15:19:15,250204-370168327721983,中通快递,78479936042267	,已签收
2025-02-05 15:18:49,250205-401657044571909,中通快递,78479936082873	,已签收
2025-02-05 15:18:49,250205-138097539480942,中通快递,78479936051137	,已签收
2025-02-05 15:18:49,250204-594678966610945,中通快递,78479936063047	,已签收
2025-02-05 15:18:49,250204-244486060393711,中通快递,78479936082986	,已签收
2025-02-05 15:18:49,250204-178100693320831,中通快递,78479936058713	,已签收
2025-02-05 15:18:49,250204-150428762520077,中通快递,78479936082899	,已签收
2025-02-05 15:18:48,250205-686743887511223,中通快递,78479936062038	,已签收
2025-02-05 15:18:48,250205-332608315022736,中通快递,78479936058900	,已签收
2025-02-05 15:18:48,250205-126038873733960,中通快递,78479936051073	,已签收
2025-02-05 15:18:48,250205-096091532911911,中通快递,78479936082064	,已签收
2025-02-05 15:18:48,250204-206171093313390,中通快递,78479936082952	,已签收
2025-02-05 15:16:01,250205-617768610112932,中通快递,78479936034564	,已签收
2025-02-05 15:16:01,250205-034928136542872,中通快递,78479936050909	,已签收
2025-02-05 15:16:01,250205-013589615010472,中通快递,78479936058619	,已签收
2025-02-05 15:16:01,250204-357323303222837,中通快递,78479936034763	,已签收
2025-02-05 15:16:01,250204-282874386003074,中通快递,78479936042282	,已签收
2025-02-05 15:16:01,250204-072372723213545,中通快递,78479936082817	,已签收
2025-02-05 15:16:01,250204-044879091260883,中通快递,78479936042096	,已签收
2025-02-05 15:16:01,250204-041995528500303,中通快递,78479936058770	,已签收
2025-02-05 15:16:00,250205-522159429222060,中通快递,78479936051231	,已签收
2025-02-05 15:16:00,250205-367546919211731,中通快递,78479936062120	,已签收
2025-02-05 15:16:00,250205-121571919512418,中通快递,78479936058129	,已签收
2025-02-05 15:16:00,250205-008011148891033,中通快递,78479936082781	,已签收
2025-02-05 15:16:00,250205-002139154732070,中通快递,78479936062939	,已签收
2025-02-05 15:15:34,250205-493334044210088,中通快递,78479936042387	,已签收
2025-02-05 15:15:34,250205-437728079392352,中通快递,78479936062286	,已签收
2025-02-05 15:15:34,250205-272315257192649,中通快递,78479936082832	,已签收
2025-02-05 15:15:34,250205-100264896910959,中通快递,78479936062982	,已签收
2025-02-05 15:15:34,250204-553910352263458,中通快递,78479936082965	,已签收
2025-02-05 15:15:34,250204-434110482002696,中通快递,78479936082911	,已签收
2025-02-05 15:15:34,250204-066238605611007,中通快递,78479936058583	,已签收
2025-02-05 15:15:34,250204-030681372193564,中通快递,78479936051058	,已签收
2025-02-05 15:15:16,250205-253231163703699,中通快递,78479936051244	,已签收
2025-02-05 15:14:54,250204-439405853032678,中通快递,78479936042374	,已签收
2025-02-05 15:14:54,250204-426162275891891,中通快递,78479936034855	,已签收
2025-02-05 15:14:54,250204-134427450953494,中通快递,78479936062046	,已签收
2025-02-05 15:14:54,250204-025228788080618,中通快递,78479936062416	,已签收
2025-02-05 15:13:56,250205-605416405373492,中通快递,78479936062970	,已签收
2025-02-05 15:13:56,250205-545270055250743,中通快递,78479936082993	,已签收
2025-02-05 15:13:56,250205-510058873183476,中通快递,78479936082077	,已签收
2025-02-05 15:13:56,250205-122484201062055,中通快递,78479936034669	,已签收
2025-02-05 15:13:56,250205-030639429241838,中通快递,78479936057957	,已签收
2025-02-05 13:22:41,250202-252916549253251,中通快递,78479964216658	,转运中
